Title,Property Manager/Host,Contact,Revenue,Revenue Potential,ADR,Occupancy,Days Available,Bedrooms,Bathrooms,Accommodates,Has Air Conditioning,Has Gym,Has Hot Tub,Has Kitchen,Has Parking,Has Pets,Has Pool,Listing Type,Property Type,Real Estate Type,Overall Rating,Number of Reviews,Minimum Stay,Host Unit Count,Price Tier,Airbnb Superhost,Cleaning Fee,Instant Book,Reserved Days,Number of Bookings,Last Update,AirDNA Market,AirDNA Subarket,City,State,Zipcode,Country,Location Type,Listing URL,Main Listing Image,Airbnb Property ID,Vrbo Property ID,Latitude,Longitude,Market Average Occupancy,Market Average Revenue,Occupancy Gap,Revenue % Gap,Revenue $ Gap,Revenue Potential Gap,Property ID,Property name,Phone,Phone source,Phone confidence,Phone evidence,Phone belongs to,Website,Email,Social media link,Social media type
DanielDunes-Gulf Views!Pool/StepstoBeach/Kayak/SUP,90267453,,195578,221154,2149.21,51.7,315,5,4,16,true,false,false,true,true,false,true,Home/Apartment,House,House/villa,5,103,4,1,Luxury,false,660,false,91,14,2026-05-16,Santa Rosa/Rosemary Beach,Rosemary Beach / 30a,Santa Rosa Beach,Florida,32459,United States,coastal,https://www.airbnb.com/rooms/14570521,https://a0.muscache.com/im/pictures/prohost-api/Hosting-14570521/original/e99e4ad7-84f4-4151-87f4-1e64bb1c2e6d.jpeg,14570521,383665,30.30479,-86.08773,61.91,=AVERAGE($D$2:$D$1233),-10.21,"=IFERROR(($AU576-D576)/$AU576,0)",=$AU576-D576,25576,14570521,DanielDunes-Gulf Views!Pool/StepstoBeach/Kayak/SUP,,,,,,,,,
1 Min Walk Private Beach Pool Sleeps 27 Bikes Gate,119938203,,144490,148251,1901.18,35.51,344,12,8,16,true,false,false,true,true,false,true,Home/Apartment,House,House/villa,4.9,105,1,1,Luxury,false,950,true,76,12,2026-05-16,Santa Rosa/Rosemary Beach,Rosemary Beach / 30a,Santa Rosa Beach,Florida,32459,United States,coastal,https://www.airbnb.com/rooms/17635126,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTc2MzUxMjY%3D/original/80d160f3-8afb-455c-a499-10913b1c7d81.jpeg,17635126,1908571,30.3099,-86.1054,54.21,=AVERAGE($D$2:$D$1233),-18.70,"=IFERROR(($AU1119-D1119)/$AU1119,0)",=$AU1119-D1119,3761,17635126,1 Min Walk Private Beach Pool Sleeps 27 Bikes Gate,,,,,,,,,
Family and Friends,102830135,,110552,199142,1228.36,51.72,215,5,3,14,true,false,false,true,true,true,false,Home/Apartment,House,House/villa,4.65,24,1,6-20,Luxury,true,450,false,90,28,2026-05-11,Cape Coral/Fort Myers,Sanibel,Sanibel,Florida,33957,United States,coastal,https://www.airbnb.com/rooms/19919793,https://a0.muscache.com/im/pictures/miso/Hosting-19919793/original/bf88b320-4052-4da2-bc3d-f09a01691350.jpeg,19919793,4656178ha,26.43711,-82.04589,46.86,=AVERAGE($D$2:$D$689),4.86,"=IFERROR(($AU505-D505)/$AU505,0)",=$AU505-D505,88590,19919793,Family and Friends,,,,,,,,,
Beachfront| Highest Rated House| Elevator| Hot Tub,153303499,,160584,175394,1254.56,39.63,323,5,4,16,true,false,true,true,true,false,false,Home/Apartment,House,House/villa,5,198,1,2-5,Luxury,true,475,false,128,41,2026-05-13,Galveston,Galveston,Galveston,Texas,77550,United States,coastal,https://www.airbnb.com/rooms/31852877,https://a0.muscache.com/im/pictures/6bb93eee-7307-4881-9cfb-00fc0c150e99.jpg,31852877,1411925,29.30823,-94.76265,45.23,=AVERAGE($D$2:$D$830),-5.60,"=IFERROR(($AU42-D42)/$AU42,0)",=$AU42-D42,14810,31852877,Beachfront| Highest Rated House| Elevator| Hot Tub,,,,,,,,,
9 Bedroom Luxury Pool Home Directly on the beach!,52155536,,340453,501562,3123.42,64.5,268,9,8,16,true,false,true,true,true,true,true,Home/Apartment,House,House/villa,0,0,7,2-5,Luxury,false,551,false,109,4,2026-05-17,Santa Rosa/Rosemary Beach,Miramar Beach,Santa Rosa Beach,Florida,32459,United States,coastal,https://www.airbnb.com/rooms/34993307,https://a0.muscache.com/im/pictures/65609879-6f66-4a73-a024-6a404f642f8d.jpg,34993307,,30.37105,-86.34409,57.20,=AVERAGE($D$2:$D$554),7.30,"=IFERROR(($AU13-D13)/$AU13,0)",=$AU13-D13,161109,34993307,9 Bedroom Luxury Pool Home Directly on the beach!,,,,,,,,,
Tropical Breeze Captiva''s Best Family Beach home,295461350,,176689,313796,1510.16,66.86,228,5,6,10,true,false,false,true,true,false,true,Home/Apartment,House,House/villa,5,88,7,1,Luxury,false,0,false,117,16,2020-06-03,Cape Coral/Fort Myers,Captiva,Captiva,Florida,33924,United States,coastal,https://www.airbnb.com/rooms/38670669,https://a0.muscache.com/im/pictures/40821cff-10e3-48c9-841f-80f56235fd90.jpg?aki_policy=x_large,38670669,309324ha,26.52216,-82.19204,55.98,=AVERAGE($D$2:$D$501),10.88,"=IFERROR(($AU26-D26)/$AU26,0)",=$AU26-D26,137107,38670669,Tropical Breeze Captiva''s Best Family Beach home,,,,,,,,,
Luxe Waterfront Retreat-2 Pools-Beach-Spa-Dockage,119120767,,367299,492218,2803.81,47.99,311,7,6,16,true,true,true,true,true,false,true,Home/Apartment,Villa,House/villa,5,71,7,6-20,Luxury,true,1350,false,131,25,2026-05-11,Key West,Marathon,Marathon,Florida,33050,United States,coastal,https://www.airbnb.com/rooms/39527229,https://a0.muscache.com/im/pictures/prohost-api/Hosting-39527229/original/48361f0d-d3aa-44a0-9fb7-3a47498a5974.jpeg,39527229,888679,24.7072,-81.0783,59.15,=AVERAGE($D$2:$D$85),-11.16,"=IFERROR(($AU7-D7)/$AU7,0)",=$AU7-D7,124919,39527229,Luxe Waterfront Retreat-2 Pools-Beach-Spa-Dockage,,,,,,,,,
"BRW Sleeps 16 with pool, hot tub & private beach",117167018,,138547,171202,1489.75,48.19,305,6,6,15,true,false,true,true,true,false,true,Home/Apartment,House,House/villa,4.9,47,3,2-5,Luxury,false,750,true,93,20,2020-05-18,Santa Rosa/Rosemary Beach,Miramar Beach,Miramar Beach,Florida,32550,United States,coastal,https://www.airbnb.com/rooms/39921927,https://a0.muscache.com/im/pictures/fac9bb3b-aac2-4b6f-8aa6-044d24cd82d4.jpg?aki_policy=x_large,39921927,718454,30.37688,-86.37264,58.77,=AVERAGE($D$2:$D$554),-10.58,"=IFERROR(($AU90-D90)/$AU90,0)",=$AU90-D90,32655,39921927,"BRW Sleeps 16 with pool, hot tub & private beach",,,,,,,,,
Stunning &Spacious Oceanfront Luxury Home•sleeps18,331184293,,111325,138382,1147.68,36.19,306,6,5,16,true,false,false,true,true,false,false,Home/Apartment,House,House/villa,4.8,161,3,2-5,Luxury,false,400,false,97,30,2026-05-11,Galveston,Galveston,Galveston,Texas,77550,United States,coastal,https://www.airbnb.com/rooms/41881998,https://a0.muscache.com/im/pictures/4918c68f-e7d6-4b07-b050-af5bd0e52e04.jpg,41881998,1891473,29.3084,-94.7649,38.40,=AVERAGE($D$2:$D$830),-2.21,"=IFERROR(($AU96-D96)/$AU96,0)",=$AU96-D96,27057,41881998,Stunning &Spacious Oceanfront Luxury Home•sleeps18,,,,,,,,,
Atlantis | Game Room | Pool & Hot Tub | Weddings | Beach Views | Golf Cart,850 Vacation Rentals by Portoro,,170335,180012,1591.92,47.77,336,8,8,16,true,false,true,true,true,false,true,Home/Apartment,House,House/villa,4.9,58,1,2-5,Luxury,false,840,true,107,20,2020-07-06,Santa Rosa/Rosemary Beach,Miramar Beach,Miramar Beach,Florida,32550,United States,coastal,https://www.airbnb.com/rooms/42018927,https://a0.muscache.com/im/pictures/9d77a368-03e1-4214-ae64-b0191d611cb3.jpg?aki_policy=x_large,42018927,1902938,30.37723,-86.36312,57.20,=AVERAGE($D$2:$D$554),-9.43,"=IFERROR(($AU67-D67)/$AU67,0)",=$AU67-D67,9677,42018927,Atlantis | Game Room | Pool & Hot Tub | Weddings | Beach Views | Golf Cart,,,,,,,,,
