Title,Property Manager/Host,Contact,Revenue,Revenue Potential,ADR,Occupancy,Days Available,Bedrooms,Bathrooms,Accommodates,Has Air Conditioning,Has Gym,Has Hot Tub,Has Kitchen,Has Parking,Has Pets,Has Pool,Listing Type,Property Type,Real Estate Type,Overall Rating,Number of Reviews,Minimum Stay,Host Unit Count,Price Tier,Airbnb Superhost,Cleaning Fee,Instant Book,Reserved Days,Number of Bookings,Last Update,AirDNA Market,AirDNA Subarket,City,State,Zipcode,Country,Location Type,Listing URL,Main Listing Image,Airbnb Property ID,Vrbo Property ID,Latitude,Longitude,Market Average Occupancy,Market Average Revenue,Occupancy Gap,Revenue % Gap,Revenue $ Gap,Revenue Potential Gap,Property ID,Property name,Phone,Phone source,Phone confidence,Phone evidence,Phone belongs to,Website,Email,Social media link,Social media type
Riverside Hacienda | Downtown Salida + Hot Tub 0251,383451960,,169123,187458,801.53,63.94,330,5,3,14,false,false,true,true,true,true,false,Home/Apartment,House,House/villa,4.95,271,2,2-5,Luxury,true,300,true,211,61,2026-05-17,Colorado Area,Salida,Salida,Colorado,81201,United States,mountains_lakes,https://www.airbnb.com/rooms/558802483050374829,https://a0.muscache.com/im/pictures/hosting/Hosting-558802483050374829/original/15f557dd-82f9-47ab-87ca-80cdb440574e.jpeg,558802483050374829,869751,38.53956,-105.99128,63.94,=AVERAGE($D$2:$D$205),0,"=IFERROR(($AU3-D3)/$AU3,0)",=$AU3-D3,18335,558802483050374829,Riverside Hacienda | Downtown Salida + Hot Tub 0251,,,,,,,,,
Grand Riverfront Retreat + Studio,130957760,,181639,210786,1094.21,55.89,313,5,4,10,false,false,false,true,true,true,false,Home/Apartment,House,House/villa,4.95,45,2,6-20,Luxury,false,552,true,166,45,2026-05-11,Colorado Area,Buena Vista,Buena Vista,Colorado,81211,United States,mountains_lakes,https://www.airbnb.com/rooms/897687977728480797,https://a0.muscache.com/im/pictures/miso/Hosting-897687977728480797/original/18fb6e96-5a2b-4f96-bfaa-e056aef9f99d.jpeg,897687977728480797,,38.83074,-106.11257,54.15,=AVERAGE($D$2:$D$182),1.74,"=IFERROR(($AU5-D5)/$AU5,0)",=$AU5-D5,29147,897687977728480797,Grand Riverfront Retreat + Studio,,,,,,,,,
Ranch Creek Log Home,516190858,,147517,150820,1404.92,33.44,351,5,5,16,false,false,true,true,true,false,false,Home/Apartment,House,House/villa,5,45,2,2-5,Luxury,true,500,true,105,31,2026-05-13,Winter Park/Idaho Springs,Winter Park,Winter Park,Colorado,80482,United States,mountains_lakes,https://www.airbnb.com/rooms/897819634480326640,https://a0.muscache.com/im/pictures/prohost-api/Hosting-897819634480326640/original/daed3235-2404-412f-aeb1-a7c570e1a62d.jpeg,897819634480326640,3493495,39.946,-105.7635,44.88,=AVERAGE($D$2:$D$501),-11.44,"=IFERROR(($AU23-D23)/$AU23,0)",=$AU23-D23,3303,897819634480326640,Ranch Creek Log Home,,,,,,,,,
The Grove Estate on Grand Lake - 2 hot tubs & pool,43027192,,172127,173678,1870.95,33.7,354,10,7,16,true,false,false,true,true,true,false,Home/Apartment,House,House/villa,5,45,1,6-20,Luxury,true,398,false,92,24,2026-05-16,Grand Lake O' the Cherokees,Grove,Grove,Oklahoma,74344,United States,mountains_lakes,https://www.airbnb.com/rooms/905812048620576717,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTA1ODEyMDQ4NjIwNTc2NzE3/original/79a7cc07-4757-4954-94f9-1a12db41fb3e.jpeg,905812048620576717,4141100,36.6095,-94.8095,46.08,=AVERAGE($D$2:$D$203),-12.38,"=IFERROR(($AU3-D3)/$AU3,0)",=$AU3-D3,1551,905812048620576717,The Grove Estate on Grand Lake - 2 hot tubs & pool,,,,,,,,,
Luxury Ski in/out Ski Lodge,515028277,,129428,129428,1559.37,39.15,365,5,5,12,true,false,true,true,true,true,true,Home/Apartment,House,House/villa,4.65,9,2,6-20,Luxury,true,374,false,83,15,2026-05-16,Durango,Purgatory,Durango,Colorado,81301,United States,mountains_lakes,https://www.airbnb.com/rooms/975472310042805574,https://a0.muscache.com/im/pictures/miso/Hosting-975472310042805574/original/926e4280-cdcc-4585-ac16-0a5d7e80b410.jpeg,975472310042805574,,37.6281,-107.815,49.84,=AVERAGE($D$2:$D$448),-10.69,"=IFERROR(($AU8-D8)/$AU8,0)",=$AU8-D8,0,975472310042805574,Luxury Ski in/out Ski Lodge,,,,,,,,,
Winter Park Ski House,540997528,,174428,220694,2004.92,40.09,322,6,5,16,false,false,true,true,true,false,false,Home/Apartment,House,House/villa,5,34,2,1,Luxury,false,299,false,87,24,2026-05-13,Winter Park/Idaho Springs,Winter Park,Winter Park,Colorado,80482,United States,mountains_lakes,https://www.airbnb.com/rooms/998026465866480254,https://a0.muscache.com/im/pictures/hosting/Hosting-998026465866480254/original/d193e33d-616d-4ca0-91ef-869a738d2846.jpeg,998026465866480254,4352134,39.891412725,-105.755367522,42.33,=AVERAGE($D$2:$D$501),-2.24,"=IFERROR(($AU14-D14)/$AU14,0)",=$AU14-D14,46266,998026465866480254,Winter Park Ski House,,,,,,,,,
Lux Colorado Retreat | Epic Views | HotTub | Sauna,79925065,,211587,272304,1856.03,40,309,6,6,10,false,false,true,true,true,false,false,Home/Apartment,House,House/villa,5,37,2,2-5,Luxury,true,546,false,114,32,2026-05-11,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1095207000497237654,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA5NTIwNzAwMDQ5NzIzNzY1NA==/original/37ef59f2-def2-4f20-b1e9-532176ff4785.png,1095207000497237654,3898945,40.3292,-105.5495,41.50,=AVERAGE($D$2:$D$501),-1.50,"=IFERROR(($AU33-D33)/$AU33,0)",=$AU33-D33,60717,1095207000497237654,Lux Colorado Retreat | Epic Views | HotTub | Sauna,,,,,,,,,
Cascade Mountain Home by Estes Park Homes,208332489,,218646,231458,2082.34,35,305,6,4,16,true,false,false,true,true,false,false,Home/Apartment,House,House/villa,4,2,2,6-20,Luxury,false,891,true,105,24,2025-11-15,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1304996381228712821,https://a0.muscache.com/im/pictures/prohost-api/Hosting-1304996381228712821/original/3dc7fe67-88db-4def-9ca5-e5db0214804b.jpeg,1304996381228712821,,40.349742,-105.56515,41.50,=AVERAGE($D$2:$D$501),-6.50,"=IFERROR(($AU31-D31)/$AU31,0)",=$AU31-D31,12812,1304996381228712821,Cascade Mountain Home by Estes Park Homes,,,,,,,,,
Uncompahgre Lodge 8BR/5BA,Mountain Adventure Retreats,,151171,170737,1171.87,47.08,314,8,5,16,false,false,false,true,true,false,false,Home/Apartment,House,House/villa,5,10,2,6-20,Luxury,true,794,false,129,38,2026-05-16,Colorado Area,Ouray,Ouray,Colorado,81427,United States,mountains_lakes,https://www.airbnb.com/rooms/1372647090313021316,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTM3MjY0NzA5MDMxMzAyMTMxNg==/original/781d2db3-7677-44b5-90d2-89e8e3e38e81.jpeg,1372647090313021316,4513265,38.01891,-107.67304,43.92,=AVERAGE($D$2:$D$234),3.16,"=IFERROR(($AU2-D2)/$AU2,0)",=$AU2-D2,19566,1372647090313021316,Uncompahgre Lodge 8BR/5BA,,,,,,,,,
The Urban Antler *private hot tub*,162168842,,228866,244194,1278.58,57.56,311,8,5,16,false,false,true,true,true,false,false,Home/Apartment,House,House/villa,4.9,46,2,6-20,Luxury,true,499,false,179,49,2026-05-13,Rocky Mtn Natl Park,Estes Park,Estes Park,Colorado,80517,United States,mountains_lakes,https://www.airbnb.com/rooms/1372791843154452121,https://a0.muscache.com/im/pictures/hosting/Hosting-1372791843154452121/original/3425f38a-5091-408b-afff-d7836e63ae99.jpeg,1372791843154452121,2429346,40.3732170732,-105.5103995791,38.56,=AVERAGE($D$2:$D$501),19,"=IFERROR(($AU25-D25)/$AU25,0)",=$AU25-D25,15328,1372791843154452121,The Urban Antler *private hot tub*,,,,,,,,,
